id,text,clean_text,eng
b'gAAAAABkk1Gdey3jOgqDZ9BuR4qeI1TK5rR2FZsZxV-iX3n9HAWh7KggkDY6CzhaoQGY2x6nu2xHY5CVFC-weaMsx0t_nsNOOMyCCzaoPAhpQhcIqOcG1gc=',🧩 La historia de la creación de Nueva York https://t.co/Gz3AhCjNLJ,la historia de la creación de nueva york,the story of the creation of new york
b'gAAAAABkk1GdaQlozva3FZmHVXxfS4XqHqj5ZTgXdQbKz1mk06CuFZrCNiXsL_go1OFOIEIBYz-_Nydf14n29d2n79wE0ZXErKnSBxuhX5GtQw7kN1ibPuE=',"Y esto que parece que lo digo por Sumar, que a mí personalmente ni me va ni me viene, soy votante de la CUP, va por la vida en general y el veganismo en particular",y esto que parece que lo digo por sumar que a mí personalmente ni me va ni me viene soy votante de la cup va por la vida en general y el veganismo en particular,And this thing that I seem to say for adding that to me personally I'm neither going nor coming I'm voting for the cup goes for life in general and veganism in particular
b'gAAAAABkk1GdlFzTibR0SLN5flr-8FNT07OnWtDNFj5-Cu_nCxrwRTL751Oa93STOz0RWDOYHABHZWAPcnMqqlA8QXT1j4VJZVoF1NKReMqr9q4qMIQOKCg=',🧲 Hay 4 tipos de ‘acaparador digital’. ¿Cuál eres tú? https://t.co/Qb5omi5T5L,hay tipos de ‘acaparador digital’ ¿cuál eres tú,There are types of ‘digital shutter’ which are you
b'gAAAAABkk1Gdw-xJMVqVEkzkSNrnZ9gBYV2v1Xumhrl4IJIpVBXb7L2rtYEuznqv9_TkDQBG6Sldc3G6M-NxVxXuO0gOjjnqFa5zl1xoCFCDSX9d4Yh4qjg=',⚓️ ¿Es tan mala la leche de vaca como la pintan? https://t.co/pzNhMK0kEE,¿es tan mala la leche de vaca como la pintan,Is cow's milk as bad as they paint it?
b'gAAAAABkk1GdnDv39BUAOIg13GxqcBpO7euK5NGeV80_21FrEznq3E5HiA75UmGOIOrN147eygi1GNmv8gUq1HqLYYN2acKOpvQmHdiqvSnxc_VA3Pjm6bA=',🪂 INVESTIGACIÓN | ¿Por qué experimentamos dolor de cabeza si el cerebro no siente dolor? https://t.co/WUS6s5vXkt,investigación ¿por qué experimentamos dolor de cabeza si el cerebro no siente dolor,research why we experience headache if the brain does not feel pain
b'gAAAAABkk1GdUo-6zJlyBSAqo_zSzA_DtcPIgG04YzsCeZXGV5iE1QnL-nJl3OAf24D2RBFnh8zRSBQwoBjMe40QVe0snD7rlPUUWcFgTJMNx1kIKGp8d74=',@msarodiaz Estaría bien que @fergodani aclarase qué propuesta defiende. Si la de Zuloaga o la que defendía él hace poco de convertirlo en espacio verde. Es tremendo que se acabe con lo que podría ser una gran área verde en Santander para construir. Con la de suelo urbano que ya hay.,estaría bien que aclarase qué propuesta defiende si la de zuloaga o la que defendía él hace poco de convertirlo en espacio verde es tremendo que se acabe con lo que podría ser una gran área verde en santander para construir con la de suelo urbano que ya hay,It would be good if you could clarify what proposal you defend if the one of zuloaga or the one that he defended recently from turning it into green space is tremendous that you end up with what could be a great green area in santander to build with that of urban soil that already exists
b'gAAAAABkk1GdMtfRiWcC9EfZHRHvbaEJRjv-bdx4qzn8iMELjnEusgbcYDlr18ME5GoGjc_n5f3DmotTcebzfkrPI0oQIUoaatnSeYGbIFGXQiXeBEWR-tw=',Que no sabes cocinar. No pasa nada. https://t.co/CJ4E2uU0o5,que no sabes cocinar no pasa nada,You can't cook. It's okay.
b'gAAAAABkk1GdpWACM-T19Z0zMXsfgKKugUDj23lz0VAxrjoOY4eIrTfVyFYTE9KWQKcMqjLUcRKZBJstLKNFYKt9buK6lnLfIQlCAASssCTPlykR9cb75x4=',Yankees siendo yankees\nQue los duerman ya. https://t.co/oy5CZ2r3lf,yankees siendo yankeesque los duerman ya,Yankees being Yankees get to sleep now
b'gAAAAABkk1GezjLqENg-JNlMI-PLIBHuy3NJN3NhMZlr6yMBtV8VXQjyIz7iSqMTgFQDDfbRxypkFejqZtLgch4FvYu5Iz8ySkiJ_kaXw7AfHaLEjt9ocyg=',📌 El Metro de Madrid: tres estaciones repletas de historia https://t.co/zds2Fkxjif,el metro de madrid tres estaciones repletas de historia,the metro of madrid three stations full of history
b'gAAAAABkk1GeLdalUJoDYKjGQnKn6kT8RZ1NoRr3nhAg6vqH_0j9SGwVNoK787zdICyUj-JKV7a0bxnlPP5F45NqWLamoMTzxvnh3XOSFowyusviJNUdoP8=',@asociacionLara Se lo que es;un compañerito de nuestro gato sordo lo tenía cuando fuimos a buscarle para traerlo a casa.El de la ataxia se lo llevaron adoptado a otra casa con otro gatito así.,se lo que esun compañerito de nuestro gato sordo lo tenía cuando fuimos a buscarle para traerlo a casael de la ataxia se lo llevaron adoptado a otra casa con otro gatito así,I know what a little friend of our deaf cat had when we went looking for him to bring him home from the ataxia they took him adopted to another house with another kitten like that.
b'gAAAAABkk1GeXIOQQuwHUOCsMXk7Lfp4GE6gkSitUgciktIeHKLr1l9nG8uODbTdgZyNmKAhnP9WTFqXRMFPRrRH895VUY7wvPlRdO1dMWcH8FLwQZ4a9Z8=',"Las cenizas 2020, nueva añada disponible tras más de medio año sin disponibilidad\nhttps://t.co/NF6NnweHDP https://t.co/eKGdxeu8b2",las cenizas nueva añada disponible tras más de medio año sin disponibilidad,New added ash available after more than half a year without availability
b'gAAAAABkk1GeiuwKXzugtJT1F23dMQkQs7xcQa_Xj4K2u-JX_7Ia7N1EfP3tBHepuY_hRqpxcn8lOGhBGREOfra2XcwFAtqKQgdwJ6D2hUIbu-5WcllLX9U=',Difusión 🚨 https://t.co/ur4onOmOjp,difusión,dissemination
b'gAAAAABkk1Ge90iKJ09a3LuXjc97YQ8oSXNvujcRwFN8pkxfqGSmFXg5vTmF4oI4F96mwrooWq7WKy7sFHKhzgvNZgXu1uPqtgWzcVKJ9gvhFPPPS8DsGGQ=',"🧲 Conoce a Robert Wadlow, el hombre más alto de todos los tiempos https://t.co/e575OxKto4",conoce a robert wadlow el hombre más alto de todos los tiempos,meets Robert wadlow the tallest man of all time
b'gAAAAABkk1GerbBl7S5-wPx9r4vZxc9RJVyOM_gw07Ate7AIl7i0N4Q8Q1X6XBv6t-2LyC0leCyRJyp7NCNWaApyttxQJsHhEKkgN_DyoGmGd4SKlaQvG2Q=',"@MsInefable la verdad a mi se me hace súper romántico y divertido, a mi no me importaría. pero si a mi pareja no le gusta no lo haría, obviamente.",la verdad a mi se me hace súper romántico y divertido a mi no me importaría pero si a mi pareja no le gusta no lo haría obviamente,"I don't really get super romantic and funny, but if my partner doesn't like it, I wouldn't obviously."
b'gAAAAABkk1Ge07XnJQ0ufWW7YzzWtKpFnTu3XeMAsuZoqxfAXaVtF2aYzczE-4DHQXl79FM-g7kfzdGoorNIwQYoAmyEZp5__gnpYg6E1GByZ3nqh4sACno=',"@Tauronet2 @MPadremanyFont Se le podría hacer un gran homenaje a su altura pero traerlo de nuevo cuando se está construyendo un proyecto de futuro? A mi no me cuadra con el relato de ""nuevo proyecto""",se le podría hacer un gran homenaje a su altura pero traerlo de nuevo cuando se está construyendo un proyecto de futuro a mi no me cuadra con el relato de nuevo proyecto,you could pay a great tribute to your height but bring it back when you're building a future project to me doesn't fit me with the story of a new project
b'gAAAAABkk1GedlhQQHeLREI0lUmcQ-s78BMgHTUpdWuAhEOi5w1K6hYUgrBZf1nw1j6y7Z4JD-QWsvgQWeXyHHpBpSh-wbUtg4wF7lAssqfHH3CuPGFumNI=',🟢 El pene de los hombres ha crecido un 29% en 30 años https://t.co/KpmPBmOhHV,el pene de los hombres ha crecido un en años,Men's penis has grown one in years
b'gAAAAABkk1GexyIrQmvujgUxAy9OBs7xRsQV14x47w3wtFPfPjsjqyqHd9GwJiBl5wa5chDsDFjQeHgx_MR8kv2cqA-S6f1JjcqYXdwF5ZgQPVIpDjD3c5Y=',🪂 Los mejores momentos para consumir cafeína https://t.co/sIyrtfxYel,los mejores momentos para consumir cafeína,the best moments to consume caffeine
b'gAAAAABkk1GeRp2feMt3ldRWAePPzKAgkOevu0nDC4ab2RuY02-qTHpx5mg6BUYd8apZcwNGK3MXGeMaS7N7XVDc3A7MUaTomXRSSbYKZj5GnduynVOQFRo=',"@Chiowomix Este es m mundo personal, pero si puedes avisa porfi",este es m mundo personal pero si puedes avisa porfi,this is my personal world but if you can warn porfi
b'gAAAAABkk1GeXdhLZN-Y69_8POvVkGSKjfGmz8wr_Qi5DvF2dcDCoG4SrcAE6KNb-QZXa93S1Id3WMKZ47dM6pfrZBfYmx7amLc61MpcOEYC4rXdkl-iFH0=',irene montero viendo #LoDeYolanda \n\n https://t.co/ihWsi8i8ku,irene montero viendo lodeyolanda,I'll go Montero watching Lodeyolanda
b'gAAAAABkk1GeTcD4AU_atb9Fg9dxN0eCUZxprms-IlfAiVafMDVgpaeVuAdmBmJZHgG89cjqq_0qF9BUKEQyRSJ1LjYyUZ61b3PzBjJL9WGzxqBdQV93be0=',@incoemprendedor Qué buena herramienta es para sacar ideas.,qué buena herramienta es para sacar ideas,what a good tool it is to get ideas out
b'gAAAAABkk1GeyVM6RUK0lE_Ftv5yecdm9KUKH-MIR3AC6JVkY98RLycorwhqYeDpSoXlvrgEwFm1VSjLKO0VC8Np2yaNC8rDVTdbs2aI19dqCqW8KH30ySc=',💎 5 sencillas formas de comprobar que la Tierra es redonda https://t.co/kHPfUQ11H2,sencillas formas de comprobar que la tierra es redonda,simple ways to check that the earth is round
b'gAAAAABkk1Ge-JQ4I7bssq5t5GtHJsKmzCNppbt1xA--wcgma3-16yzbVvlYIlNMcbd1KtIj3HH3sndamwD8NOMni8qVI5mM_qUkDOzPWqIXkjDYkW9eiqA=',@mariaceaaa JAJAJAJJAJAJAJA,jajajajjajajaja,hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha
b'gAAAAABkk1GeAYKJEyQmc24IkuZE2I4C7oAGj5fMS5mNLpi42Ok6FmkgnLljbQFdNRwIXr9hXE9OqH-CkRoD2IqQuwuH0ojpEuNFHbcHRyxCmFv-Ns7icgE=',🆙 Pocahontas: la historia real que Disney no contó https://t.co/93FUXERmbQ,pocahontas la historia real que disney no contó,The real story that disney didn't tell
b'gAAAAABkk1GeS9mVzOnyAyHZCsz5Hbs-DWzapGiapydk4bSZpQsKeCpVoz8We1G06d-lmKyKdr3chU_UcWrPv4jkVo84DxUa0KqsqcwVnAqt2qnPStciGVU=',@negocios_tv Hay personas que no entienden según que terminología o conceptos y comprometido con la #EducaciónFinanciera publiqué un artículo donde se explica que es un #CEO y que funciones tiene en la empresa\nhttps://t.co/L28SyQEOb9,hay personas que no entienden según que terminología o conceptos y comprometido con la educaciónfinanciera publiqué un artículo donde se explica que es un ceo y que funciones tiene en la empresa,There are people who do not understand according to which terminology or concepts and committed to financial education I published an article explaining that it is a ceo and what functions it has in the company
b'gAAAAABkk1GexP0_HrgC6zbP-pg8B4OkVjucyKwfaF9eBqTWg3Ftyh2J3DpIvw5XcKw6RWeDGyMxipZSurl6sGYiu-ZD5URjjwUwYCJqeSJnG86IitHeViM=',"@EvaAgulloPerez1 @andodespista No Eva no, no son ""mujeres generosas"" sin ""mujeres necesitadas"" y que lo pasan fatal con el tratamiento para ""donar"" óvulos.\n\nTú consuélate como quieras pero no nos trates a los demás de tontos 👇🏻\nhttps://t.co/G225062ttS",no eva no no son mujeres generosas sin mujeres necesitadas y que lo pasan fatal con el tratamiento para donar óvulostú consuélate como quieras pero no nos trates a los demás de tontos,no eva are not generous women without women in need and who have a terrible time with the treatment to donate eggs. You should be as good as you want but don't treat others as fools.
b'gAAAAABkk1GetxoIOY4eBw0Q9D5Bbk2T0zWmc-mPEfBrB3GSdeZdbtG7_QTeE_jVnd6vI4Vi3-M_hMtK-r3-dYtHUL1l0XmJypTT0--B8S-Ae6cRzSghXCs=',🧶 Siete de los más grandes economistas de la historia https://t.co/HkyyxYGX1O,siete de los más grandes economistas de la historia,seven of the greatest economists in history
b'gAAAAABkk1Gem45bBDx_zW1RFBTxxCtwled9dgRJ3Egbnb6hxyBC5aicr6TSEYiWAkCWRiRsY6OzGwzzpXpyg_IMmJpG8lva3GdZ27dWQclGOLgjhBMSz18=',Para los metaleros out there… cual es la bandera de los menores? https://t.co/tLKjxngWRw,para los metaleros out there… cual es la bandera de los menores,for metalmakers outside there... which is the flag of minors
b'gAAAAABkk1GeTminoEuMpTZxb-rzb-26ec-A4dyruqETrb2wjvVLUAG9EoVTM18PxbDw_RvSLS5nRfplz48F9pbLlEtbWDd0WhLYJFgOB2SX885zrkB4NuQ=',@SaikoElArtista Esta cuenta es como ver un robot aspirador atrapado en una esquina.,esta cuenta es como ver un robot aspirador atrapado en una esquina,this account is like seeing a vacuum robot trapped in a corner
b'gAAAAABkk1GehdL_HHcNFZvw2oKWdfi8-VX8eDjTa0hH4o_F1t3xzQG7BvsxjA_J6nnQOnQ-D4c5bqfnqRE9SP8WBiiLHZNKVhCcnONEHwNJbabQAjDMOT0=',⚛️ Psicología del imbécil https://t.co/n62UiDCyDt,psicología del imbécil,psychology of the imbecile
b'gAAAAABkk1GeBlzzVsKMIHPnoJSQlGuc9-OIstyJQODiFRWRD-dcjQuge6p6e16GWSNzeKRidWQVRs3ZaTYUFzJQHbWTSR13-8VWrsRz-qW7H_D5BEKIep8=',"El nazismo provocó la incesante competencia entre los hermanos Dassler, fundadores de Adidas y Puma https://t.co/Xcy61MIHZd",el nazismo provocó la incesante competencia entre los hermanos dassler fundadores de adidas y puma,the Nazism provoked the incessant competition between the brothers dassler founders of adidas and puma
b'gAAAAABkk1Ge0Mkf02mVtfznRdQfqymmF1a2Ns8U4vODcfV6r7tjQvSzSjKGT4wnOUrs8EdVPcOiiimuE2LnErIlBkuypBns8hLkACYtI6zwVzHwLnVobGE=',➡️ El pene de los hombres ha crecido un 29% en 30 años https://t.co/KpmPBmOhHV,el pene de los hombres ha crecido un en años,Men's penis has grown one in years
b'gAAAAABkk1Ge_PhSU-YVfXchWHcHmsDvc-LCNa5i-MF51dKPwrAdNnlF6vsL_TJHWWFves8fnIdPSa3Q-aaIS6SLlNB3ET1m7-mCURHx7Qa-kUEqcVAy5Ug=',Que la tenga que estrenar HBO Max en españa estando ya Peacock en Skyshowtime es de vergüenza https://t.co/npiSWX6Ih9,que la tenga que estrenar hbo max en españa estando ya peacock en skyshowtime es de vergüenza,that I have to premiere hbo max in Spain when already peacock in skyshowtime is of shame
b'gAAAAABkk1GePiHnMlDB35YPVHZhCFdfOm1olB9z3Vw6TpKW7jqolK7sYDm13KpguNd4_4d5-zAheYbr5dlLEfHrYQMjhDchD2Jbd4PC9RxcOJKVLeRLUWY=',"Tanto crudo como cocido, aprende a preparar adobos. https://t.co/OSN0JD5N1W https://t.co/lM5HZP6xIb",tanto crudo como cocido aprende a preparar adobos,both raw and cooked learn how to prepare marinades
b'gAAAAABkk1GeSl99W_DTfBh9PDOltq2D5D_t1kx3bFe8RJdFxJlGo8DNKvGQqvvYg-CwVAQg-qjsTnhZy9ra1umhFBBCl1wsR9A4km2GgQeckGd0h04XplM=',"@AlbariCocker @marcflorensa Pues mira ni con rollo homofobia, transfobia ni ninguna otra inventadofobia victimista y caprichosa vais a acallar a las mujeres 💪🏻",pues mira ni con rollo homofobia transfobia ni ninguna otra inventadofobia victimista y caprichosa vais a acallar a las mujeres,"See, neither with homophobia transphobia nor any other invented victimist and capricious phobia are you going to silence women."
b'gAAAAABkk1Ge3WPxfYj2GqkEixjuGObMm3hVkNBmy4q19JMDmYiW1Z7lsL2eh-T_HBKI75T6Xo5QK9WIkndf4AG_t0V5jy7puryRgNqX3tO7avGQ5JljOrY=',"q las chicas a las q no les gustan las mujeres se besen con otras mujeres para atraer la atención de los hombres es asqueroso, y fruto de esto, cuando las lesbianas besamos a nuestra pareja en discotecas muchos hombres se piensan que estamos haciéndolo x ellos. + https://t.co/LfoKd0OdK9",q las chicas a las q no les gustan las mujeres se besen con otras mujeres para atraer la atención de los hombres es asqueroso y fruto de esto cuando las lesbianas besamos a nuestra pareja en discotecas muchos hombres se piensan que estamos haciéndolo x ellos,q girls who don't like women kiss other women to attract men's attention is disgusting and fruit of this when lesbians kiss our partner in discos many men think we're doing x them
b'gAAAAABkk1GeOggbFkb-h3thWmvB_IBh0SOKtU_tCdu5COQkN8l1-hDrvzGg8jeP_BR17QJ2ctSbZ7pqOz6iDDupR79-gKAT6N5m8B7JsLNnXst8k7L_BUo=',🛡️ ¿Hitler era gay? Documentos de inteligencia señalan que tenía 'tendencias homosexuales' https://t.co/LkFyWDhA9d,¿hitler era gay documentos de inteligencia señalan que tenía tendencias homosexuales,Hitler was gay intelligence documents indicate he had homosexual tendencies.
b'gAAAAABkk1GeVT6XJOdkVMEogScjwuR8QCERJ4ITQT1UJcXYTpDvi3h3TmtPeFr7fujll-g9fytQpArQnk5mO-ibsvf6oFRvLhJn-4Q5mIidX4LmH7rP6EY=',🧲 Alimentos de la dieta cetogénica: qué comer y qué evitar https://t.co/XuE8dbvj6Z,alimentos de la dieta cetogénica qué comer y qué evitar,ketogenic diet foods what to eat and what to avoid
b'gAAAAABkk1GeR3RiMl-mdKmZRWvVKEAvUYwRuA8WC2K2f-F2BUe38GBXjv_aXvx1PmyU5N48U5yz2P3KmL_-VLtDtStOBeb_F57NLSv65NA33XVfTMx3MtA=',¿Cuáles son los mejores juegos de Mystake? https://t.co/gzMjdx8VFZ,¿cuáles son los mejores juegos de mystake,what are the best mystake games
b'gAAAAABkk1GeP0Ng2m0DnxXETT_vpPVNuUHplja1n98UB0AWDM2Qh-lXIBCvfLY4GErIUwd4zI8H4czv__prRY0WmqDKUKfm7DBN6pvUAwZQb1kIzMijWuQ=',"no soy sensible, simplemente estoy llorando con un vídeo de una nutria a las 2:30 de la mañana",no soy sensible simplemente estoy llorando con un vídeo de una nutria a las de la mañana,I'm not sensitive. I'm just crying with a video of an otter in the morning.
b'gAAAAABkk1GeEhmEpT5Koc_zA7xdaGOF97JYzXxbfc4A6ZcHEec_NR44Rw2UkyguoDMDzI6dwL4xLr5Bdc57GJgfxXqm8X4dzGASk8xNFLG2LZOHtgrHLAI=',#Panel📌 Desmitificando los ciclos #inmobiliarios: Conocimiento práctico para tu toma de decisiones\nParticipa: Julio Valenzuela (Founder &amp; Ceo de #Citrino)\nOrganiza: #AdiPeru #AdiLatam\nCon el apoyo de @Corresponsables https://t.co/lRxlwuV7rB,panel desmitificando los ciclos inmobiliarios conocimiento práctico para tu toma de decisionesparticipa julio valenzuela founder amp ceo de citrinoorganiza adiperu adilatamcon el apoyo de,panel demystifying real estate cycles practical knowledge for your decision-makingparticipa julio valentuela founder amp ceo de citrinoorganiza adiperu adilatamwith the support of
b'gAAAAABkk1GecPkl2_6P2h7SfFZw6yIKxJ3kqQg4NJXGuNHCvJWeOD6MLWozkMbNSOuIM51UtekLbf6Mxxu0nY-aQWpoBuxEWY959ESBoJnjAz9FMvfWRic=',@MiedoEscenico2 @Javicrossman @israelloranca @EmilSorel Eso es. La decisión de crear el RSC es un signo directo de que el club ambiciona asentarse en en Segunda.,eso es la decisión de crear el rsc es un signo directo de que el club ambiciona asentarse en en segunda,That's the decision to create the rsc is a direct sign that the club wants to settle in second.
b'gAAAAABkk1GeLukrsjHlJnumzNcr-Z2E6dCA4ViPw2fjmhVLyJSvJGs71TTdWB3SRojHZnTXPtR0wnItQks8Mfw3PsMkHBFNyW6eq6feBI_r28k98yYI-JU=',🎯 VÍDEO: El trágico destino de las tres hijas de Karl Marx https://t.co/nE9przbyuu,vídeo el trágico destino de las tres hijas de karl marx,video the tragic fate of the three daughters of karl marx
b'gAAAAABkk1GeqnW5NNGO5c96mLS3d9jeWB-pO0MGV3JCQKKJwY_MmGtVStCnj9v3468vtkau7gfFRHtt_izFHaAqu17z-5LdFd7ZYF0mWI2rj2i1mHzrEQ8=',@PartidoPACMA ella sola por desgracia no conseguirá un escaño. Es inteligente si se une a @sumar pero hay muchos egos. Dependerá de no querer llevarse medallitas personales y ir a las elecciones con una candidatura conjunta,ella sola por desgracia no conseguirá un escaño es inteligente si se une a pero hay muchos egos dependerá de no querer llevarse medallitas personales y ir a las elecciones con una candidatura conjunta,She just unfortunately won't get a seat is smart if she joins but there are many egos will depend on not wanting to take personal medals and go to elections with a joint candidacy
b'gAAAAABkk1GeXJvu3bm_peRyZiSbuwumQcosUS_b-BBfTnKTHX3DDmgzcuRMagrOXJBHFV36AflpLiDJogVdy3CiHzUeuwfp1U101IEnL4_tgiHG-SMn7yo=',"@QFinvesting Vaya cambio, buena reforma. Estoy interesado en los documentos con partidas y mobiliario",vaya cambio buena reforma estoy interesado en los documentos con partidas y mobiliario,What a change good reform I am interested in the documents with items and furniture
b'gAAAAABkk1Ge6M953jxyKC6EglTmPWOxeg8w_OFMFSd5mAyVoKke027a2Kz2Ze42gkpPZ9FyAg47TfPXQmIklBlA-_8btqPW06NzAwBSbQwMQkJbg2rNlyI=',Los mediocampos en las pérdidas de puntos de la Liga.\nNo hagáis caso a los que os digan que el\nProblema es Kroos+Modric. https://t.co/Hw3JbvKNUP,los mediocampos en las pérdidas de puntos de la ligano hagáis caso a los que os digan que elproblema es kroosmodric,the midfields in the ligano's point losses listen to those who tell you that the problem is kroosmodric
b'gAAAAABkk1GeWMGv8nJvCkHAdRInZBEOoVJIFuhuuRzyJeEatkJIAjxRdmJ7ewlZes8qRjmp2UQcilVCD1ytqGAvRce71PotRDX9k4OSy5oUpBJ5rgGYYvc=',"@CharoAlgarra3 será idioma de millonarios, no se que melones comprarán esta gente",será idioma de millonarios no se que melones comprarán esta gente,It'll be millionaires' language. I don't know what melons will buy these people.
b'gAAAAABkk1Ge5shyUxJ5QlsCwOoYRN1pvbLYLRxALSVfSXppnktRhiQdfh5ocjD-qOUWTsTRN0ym778X5BBQM9LP38ru8o9-cZOHgKqZAVDy9B9AJ3Nk2lI=',@SosAbuelos1 Hola! Hace tiempo vi que este chico las hace gratis. Quizás podáis contactarle. https://t.co/BTJJPW8kTM,hola hace tiempo vi que este chico las hace gratis quizás podáis contactarle,Hi. I saw a long time ago that this guy makes them free. Maybe you can contact him.
b'gAAAAABkk1Ge5phnWWEjAvI7oj7MB55USCOTf9zEpkaHNy6nwRb6b7IXVTNVkZ5SinR0WpialltZ_dPWafUlSfVJIdwJEepvmSN_qJd63bxC5MIZEceEgAI=',@lalocadeltaper Gracias Dafnaaa ❤️❤️❤️,gracias dafnaaa,Thank you dafnaaa
b'gAAAAABkk1GePN_CFJr3A2PhoVuGjp5viw6PH9oKG3mdRskOeSSEVFKWE_VHHnTRK6W4H58c86PwnjiEnVoCHseiMXa7LCiDaKSG4R2TAz2Ul3S_4aHR2uM=',🔅 Podemos aprender algo de las personas religiosas sexualmente satisfechas https://t.co/QyJCrEaTxf,podemos aprender algo de las personas religiosas sexualmente satisfechas,We can learn something from sexually satisfied religious people
b'gAAAAABkk1Gef52AW3bx6grvTRxooh5hPPSrEXyjq3PTFR3cMboVFqBs5X2Vr1NDMZeH0c4PAD195Yz2cDhClDa4gX1gF1jEW7KYhoMrnMjC0aY-sIREp6M=',🆙 El enigmático planeta que amenaza la existencia de la Tierra https://t.co/mT8LaIp6NY,el enigmático planeta que amenaza la existencia de la tierra,the enigmatic planet that threatens the existence of the earth
b'gAAAAABkk1Ge0Htrh-V8bYzE_puVw1Yrh-GgcrhI_5S-mDk2e8FJptB8sgVSb8WDV-_VzdHAgVd0EM7OL6mDDMk8cp4Nozemej-dFA59hgZusm0AvfHcUco=',📣 VÍDEO: La identidad de Euler: ¿por qué es considerada la ecuación más bella del mundo? https://t.co/51rDZjaPyK,vídeo la identidad de euler ¿por qué es considerada la ecuación más bella del mundo,video the identity of euler why is considered the most beautiful equation in the world
b'gAAAAABkk1Ge6KjK-tgp__xsblb61KEunpODHEYSAcdE_9xWYlXW9EY9lbz3hAoUGsMFTh4iY04zRLST4CnGQWDeRQSKcMUlDFoP5vka_6RB1GhzZRZlzN4=',🔁 Las verdaderas razones por las que tenemos cejas y pestañas https://t.co/Jv4iOW6ots,las verdaderas razones por las que tenemos cejas y pestañas,the real reasons why we have eyebrows and eyelashes
b'gAAAAABkk1GehoOY8oQRIKmWDF3DjqshXny-eVlO5HcVQYMZPGdbsEBYwF0HsruUEVvETRUZ1QhtwSJV5BNdawjgM9-QoBNX_1qH2mywDt6Tl2nV3J3ZzXw=',📊 El abogado que fundó la millonaria empresa de helados Halo Top https://t.co/GCBJnepgzo,el abogado que fundó la millonaria empresa de helados halo top,the lawyer who founded the million-dollar halo ice cream company top
b'gAAAAABkk1Ge3e9TGm0bAIHXjzaASnv-B-3cp7DfWydM6C1m0aWvWeB_YIYzz5C3_v2Vn0K1VQHrOgF3S3zsNyK6TorMquQKIBozLSn7psHPOQbsuRANItE=',"“Nuestro #compromiso con la #Sostenibilidad está profundamente enraizado en el núcleo de nuestra actividad, basada en un modelo de #economía circular”. @OlivaresAdri, Directora de Comunicación de @Bioiberica, para el #AnuarioCorresponsables2023 👉 https://t.co/AgQD60pDO1 https://t.co/0aJx5nX69n",“nuestro compromiso con la sostenibilidad está profundamente enraizado en el núcleo de nuestra actividad basada en un modelo de economía circular” directora de comunicación de para el anuariocorresponsables,“our commitment to sustainability is deeply rooted in the core of our activity based on a circular economy model” Director of Communication for the Corresponding Yearbook
b'gAAAAABkk1GeKiBOpkLGEHSt5ts2kZfqMh9KA5Q3BuEm4ZbnroJl-H49Lde5Bf-8sYJLG36tyMvLXDdbF08A__vUdOCPQI4s4e1REt_Tp5aM3w2WyglRRzI=',📳 Estos son los trucos de Google Maps que debes aprovechar para optimizar tu próxima experiencia de viaje https://t.co/Sc1ertaU7Y,estos son los trucos de google maps que debes aprovechar para optimizar tu próxima experiencia de viaje,These are the google maps tricks you should take advantage of to optimize your next travel experience
b'gAAAAABkk1GeH027KBKMUgzH1dTHRqUV9tKZ0f3MZ1AujypwdJq-S4zZQm9t4lA9H9HDELRbtLNTya8_y4ogfLPEH8wmgjPJGq3oTG3Qor6q5jFpf6xWHNI=',mi niña sólo quería casarse y hacerle un hijo es que ... https://t.co/BtDLwcRAc3 https://t.co/l8MkIsHQED,mi niña sólo quería casarse y hacerle un hijo es que,My little girl just wanted to get married and make her a son is that
b'gAAAAABkk1Gf_SM_7GTJzs9v6ou8AugnLZWt7MzBTdntcOtV13Ij6NjTbUusGYuKRnEqKxIqoPz90E51i65EifzLqQ-WN6NNqa67f_Vb3DG9tdim3JdbiHc=',@yoigo Me ha encantado,me ha encantado,I loved it.
